time_s,scenario,kv_meas,tube_ma,return_ua,temp_c,flux,spot_x_um,spot_y_um,flags
0.650000,thermal,50.00345,0.199943,0.46792,27.2476,1.00154,5.52148,5.52864,SPOT_UNSTABLE|THERMAL_ASSOC
0.660000,thermal,50.00955,0.199728,0.49579,27.2725,1.00073,5.52114,5.50641,SPOT_UNSTABLE|THERMAL_ASSOC
0.670000,thermal,50.00605,0.199677,0.51662,27.2845,1.00075,5.53746,5.52266,SPOT_UNSTABLE|THERMAL_ASSOC
0.680000,thermal,49.99124,0.199962,0.48484,27.3123,1.00146,5.55046,5.52225,SPOT_UNSTABLE|THERMAL_ASSOC
0.690000,thermal,50.00688,0.199524,0.53819,27.3372,0.99944,5.53653,5.53007,SPOT_UNSTABLE|THERMAL_ASSOC
0.700000,thermal,50.00146,0.200058,0.47213,27.3697,0.99860,5.55885,5.54872,SPOT_UNSTABLE|THERMAL_ASSOC
0.710000,thermal,49.99118,0.200457,0.46741,27.4002,1.00046,5.55209,5.53592,SPOT_UNSTABLE|THERMAL_ASSOC
0.720000,thermal,50.00461,0.200475,0.52318,27.4126,1.00189,5.56884,5.55653,SPOT_UNSTABLE|THERMAL_ASSOC
0.730000,thermal,50.00096,0.199903,0.53590,27.4372,0.99869,5.57249,5.56198,SPOT_UNSTABLE|THERMAL_ASSOC
0.740000,thermal,50.00275,0.200163,0.48042,27.4602,1.00168,5.57195,5.56070,SPOT_UNSTABLE|THERMAL_ASSOC
0.750000,thermal,50.00789,0.199754,0.49471,27.4935,1.00136,5.57581,5.54885,SPOT_UNSTABLE|THERMAL_ASSOC
0.760000,thermal,50.00085,0.200258,0.49616,27.5147,0.99979,5.59909,5.56127,SPOT_UNSTABLE|THERMAL_ASSOC
0.770000,thermal,50.00612,0.200340,0.54169,27.5407,0.99848,5.59678,5.56835,SPOT_UNSTABLE|THERMAL_ASSOC
0.780000,thermal,49.99406,0.200041,0.51064,27.5608,0.99976,5.58660,5.58524,SPOT_UNSTABLE|THERMAL_ASSOC
0.790000,thermal,50.00048,0.199654,0.51990,27.5675,1.00106,5.61988,5.56518,SPOT_UNSTABLE|THERMAL_ASSOC
0.800000,thermal,49.99643,0.200282,0.48296,27.6021,0.99801,5.60130,5.58719,SPOT_UNSTABLE|THERMAL_ASSOC
0.810000,thermal,49.99958,0.199837,0.48408,27.6288,1.00194,5.60732,5.58131,SPOT_UNSTABLE|THERMAL_ASSOC
0.820000,thermal,50.00988,0.200386,0.46864,27.6436,1.00166,5.61922,5.57773,SPOT_UNSTABLE|THERMAL_ASSOC
0.830000,thermal,50.00869,0.199948,0.53844,27.6549,1.00143,5.61563,5.58077,SPOT_UNSTABLE|THERMAL_ASSOC
0.840000,thermal,50.00022,0.200151,0.45800,27.6846,1.00175,5.63108,5.58506,SPOT_UNSTABLE|THERMAL_ASSOC
0.850000,thermal,50.00504,0.200485,0.53446,27.6893,1.00160,5.62530,5.60227,SPOT_UNSTABLE|THERMAL_ASSOC
0.860000,thermal,49.99841,0.200162,0.47409,27.7179,1.00194,5.64531,5.60965,SPOT_UNSTABLE|THERMAL_ASSOC
0.870000,thermal,50.00934,0.199979,0.54053,27.7336,1.00034,5.64247,5.60500,SPOT_UNSTABLE|THERMAL_ASSOC
0.880000,thermal,50.00781,0.199827,0.46005,27.7549,1.00136,5.63331,5.60530,SPOT_UNSTABLE|THERMAL_ASSOC
0.890000,thermal,49.99341,0.200440,0.46086,27.7791,1.00043,5.64550,5.60551,SPOT_UNSTABLE|THERMAL_ASSOC
0.900000,thermal,50.00714,0.200390,0.49406,27.7968,1.00120,5.66281,5.60556,SPOT_UNSTABLE|THERMAL_ASSOC
0.910000,thermal,50.00629,0.200388,0.54597,27.7999,1.00045,5.65102,5.61303,SPOT_UNSTABLE|THERMAL_ASSOC
0.920000,thermal,50.00074,0.200069,0.53678,27.8166,0.99991,5.66203,5.61207,SPOT_UNSTABLE|THERMAL_ASSOC
0.930000,thermal,49.99031,0.199873,0.50756,27.8411,1.00180,5.67859,5.61293,SPOT_UNSTABLE|THERMAL_ASSOC
0.940000,thermal,49.99890,0.200217,0.47319,27.8480,1.00167,5.66006,5.62528,SPOT_UNSTABLE|THERMAL_ASSOC
0.950000,thermal,49.99714,0.200239,0.48278,27.8642,0.99941,5.68946,5.63666,SPOT_UNSTABLE|THERMAL_ASSOC
0.960000,thermal,49.99796,0.200250,0.53827,27.8856,0.99954,5.66531,5.62789,SPOT_UNSTABLE|THERMAL_ASSOC
0.970000,thermal,49.99156,0.199513,0.49271,27.8916,0.99934,5.66751,5.64658,SPOT_UNSTABLE|THERMAL_ASSOC
0.980000,thermal,50.00789,0.199528,0.54638,27.9139,1.00034,5.69613,5.64097,SPOT_UNSTABLE|THERMAL_ASSOC
0.990000,thermal,49.99004,0.200260,0.46451,27.9173,0.99849,5.69918,5.63881,SPOT_UNSTABLE|THERMAL_ASSOC
1.000000,thermal,49.99155,0.200483,0.45787,27.9325,1.00155,5.69155,5.64183,SPOT_UNSTABLE|THERMAL_ASSOC
1.010000,thermal,49.99227,0.199643,0.54133,27.9401,0.99824,5.69741,5.64277,SPOT_UNSTABLE|THERMAL_ASSOC
1.020000,thermal,49.99063,0.199689,0.54495,27.9508,0.99918,5.70850,5.65608,SPOT_UNSTABLE|THERMAL_ASSOC
1.030000,thermal,50.00920,0.200181,0.54558,27.9805,0.99997,5.69270,5.66448,SPOT_UNSTABLE|THERMAL_ASSOC
1.040000,thermal,50.00389,0.200220,0.54387,27.9783,1.00009,5.70123,5.65215,SPOT_UNSTABLE|THERMAL_ASSOC
1.050000,thermal,50.00077,0.199653,0.49563,27.9856,1.00070,5.69625,5.65914,SPOT_UNSTABLE|THERMAL_ASSOC
1.060000,thermal,49.99132,0.200179,0.53214,28.0013,1.00088,5.72092,5.64065,SPOT_UNSTABLE|THERMAL_ASSOC
1.070000,thermal,49.99243,0.200404,0.45971,28.0176,1.00034,5.69489,5.65805,SPOT_UNSTABLE|THERMAL_ASSOC
1.080000,thermal,50.00864,0.199762,0.53040,28.0198,0.99850,5.70525,5.65167,SPOT_UNSTABLE|THERMAL_ASSOC
1.090000,thermal,49.99314,0.199515,0.47002,28.0220,1.00124,5.72049,5.66364,SPOT_UNSTABLE|THERMAL_ASSOC
1.100000,thermal,50.00629,0.200190,0.52903,28.0403,0.99939,5.72152,5.66505,SPOT_UNSTABLE|THERMAL_ASSOC
1.110000,thermal,50.00908,0.200493,0.47079,28.0538,0.99964,5.70555,5.66492,NONE
1.120000,thermal,50.00251,0.200326,0.46101,28.0479,0.99805,5.72903,5.67171,NONE
1.130000,thermal,50.00928,0.199779,0.54295,28.0674,0.99851,5.70799,5.67188,NONE
1.140000,thermal,49.99746,0.200471,0.51667,28.0581,0.99998,5.71880,5.66175,NONE
1.150000,thermal,49.99206,0.200214,0.49119,28.0675,0.99997,5.70936,5.67240,NONE
1.160000,thermal,50.00010,0.199612,0.50335,28.0857,0.99828,5.73868,5.67769,NONE
1.170000,thermal,49.99657,0.199964,0.50269,28.0797,0.99942,5.71761,5.65662,NONE
1.180000,thermal,50.00917,0.199968,0.52540,28.0923,1.00002,5.74077,5.66195,NONE
1.190000,thermal,50.00209,0.200111,0.54691,28.0909,0.99950,5.73631,5.67255,NONE
1.200000,thermal,50.00906,0.200037,0.47842,28.0978,1.00062,5.73302,5.68744,NONE
1.210000,thermal,49.99193,0.200447,0.48937,28.1020,1.00004,5.73256,5.68089,NONE
1.220000,thermal,50.00835,0.200069,0.54739,28.1008,0.99895,5.72972,5.68186,NONE
1.230000,thermal,50.00781,0.199855,0.49444,28.0959,1.00111,5.74344,5.66721,NONE
1.240000,thermal,50.00763,0.200055,0.45281,28.1089,1.00043,5.73315,5.68023,NONE
1.250000,thermal,49.99832,0.200199,0.50035,28.1116,1.00123,5.73202,5.66375,NONE
1.260000,thermal,49.99255,0.200474,0.53317,28.0978,0.99907,5.74303,5.67045,NONE
1.270000,thermal,49.99014,0.199844,0.51902,28.1103,0.99980,5.72621,5.67282,NONE
1.280000,thermal,49.99178,0.200227,0.46733,28.0939,1.00123,5.73811,5.68253,NONE
1.290000,thermal,49.99655,0.199996,0.45120,28.1064,1.00146,5.72303,5.66480,NONE
1.300000,thermal,49.99554,0.200024,0.45826,28.0955,0.99929,5.73732,5.66830,NONE
1.310000,thermal,50.00425,0.199796,0.46885,28.0913,0.99817,5.72523,5.67020,NONE
1.320000,thermal,50.00431,0.199989,0.50056,28.1060,0.99817,5.72340,5.67362,NONE
1.330000,thermal,49.99832,0.199955,0.50938,28.0904,0.99863,5.73228,5.66170,NONE
1.340000,thermal,50.00528,0.199994,0.47071,28.0831,1.00151,5.72152,5.67462,NONE
1.350000,thermal,49.99776,0.200311,0.50505,28.0908,1.00003,5.73166,5.66187,NONE
1.360000,thermal,50.00275,0.200255,0.49065,28.0752,0.99871,5.73593,5.68192,NONE
1.370000,thermal,49.99156,0.200497,0.54292,28.0844,1.00162,5.73468,5.66184,NONE
1.380000,thermal,49.99376,0.199686,0.45554,28.0761,0.99800,5.72111,5.65681,NONE
1.390000,thermal,50.00835,0.199648,0.47206,28.0705,1.00142,5.71205,5.67720,NONE
1.400000,thermal,50.00866,0.200304,0.46388,28.0553,1.00124,5.72714,5.67033,NONE
1.410000,thermal,49.99384,0.200110,0.45116,28.0527,1.00105,5.71343,5.67719,NONE
1.420000,thermal,50.00361,0.200341,0.47703,28.0563,1.00116,5.72402,5.66483,NONE
1.430000,thermal,50.00946,0.200187,0.51815,28.0503,0.99919,5.71091,5.66301,NONE
1.440000,thermal,50.00510,0.199612,0.54340,28.0399,1.00185,5.70283,5.65622,NONE
1.450000,thermal,49.99486,0.199515,0.46991,28.0217,0.99819,5.72340,5.66876,NONE
1.460000,thermal,50.00092,0.199678,0.48477,28.0083,0.99816,5.72558,5.65965,NONE
1.470000,thermal,49.99737,0.200320,0.52059,27.9983,0.99834,5.69679,5.65461,NONE
1.480000,thermal,49.99487,0.199552,0.53658,27.9964,1.00001,5.69649,5.64957,NONE
1.490000,thermal,49.99402,0.200093,0.46798,27.9910,0.99958,5.71758,5.66441,NONE
1.500000,thermal,50.00925,0.199612,0.49440,27.9794,1.00189,5.69789,5.66301,NONE
1.510000,thermal,49.99820,0.199761,0.49548,27.9562,1.00030,5.69511,5.64024,NONE
1.520000,thermal,49.99635,0.200132,0.52439,27.9484,0.99910,5.70971,5.65987,NONE
1.530000,thermal,50.00391,0.199687,0.47752,27.9436,1.00198,5.68344,5.66166,NONE
1.540000,thermal,50.00427,0.199933,0.47904,27.9206,0.99868,5.70612,5.64298,NONE
1.550000,thermal,49.99809,0.200486,0.49659,27.9183,0.99931,5.67863,5.64879,NONE
1.560000,thermal,49.99936,0.200196,0.50132,27.9059,0.99888,5.68128,5.64013,NONE
1.570000,thermal,49.99564,0.200127,0.52517,27.8859,1.00150,5.68384,5.62421,NONE
1.580000,thermal,49.99378,0.200007,0.53222,27.8669,0.99809,5.68197,5.63724,NONE
1.590000,thermal,50.00527,0.199816,0.53314,27.8673,0.99917,5.68369,5.63858,NONE
1.600000,thermal,50.00812,0.199762,0.53916,27.8424,1.00158,5.67379,5.63376,NONE
1.610000,thermal,50.00712,0.200110,0.45631,27.8328,1.00149,5.67452,5.61864,NONE
1.620000,thermal,49.99292,0.199792,0.48844,27.8208,0.99943,5.66190,5.63375,NONE
1.630000,thermal,49.99719,0.200362,0.46102,27.7958,0.99946,5.66814,5.61238,NONE
1.640000,thermal,50.00354,0.200409,0.47317,27.7898,0.99887,5.66420,5.61768,NONE
1.650000,thermal,50.00003,0.200267,0.46953,27.7601,0.99890,5.66762,5.60524,NONE
1.660000,thermal,50.00913,0.199709,0.51209,27.7512,0.99827,5.65535,5.60578,NONE
1.670000,thermal,49.99132,0.199810,0.52737,27.7266,1.00145,5.65416,5.61124,NONE
1.680000,thermal,50.00198,0.199897,0.53412,27.7198,0.99930,5.65220,5.59222,NONE
1.690000,thermal,49.99649,0.199545,0.50358,27.6890,1.00180,5.64836,5.60434,NONE
1.700000,thermal,49.99652,0.200171,0.49084,27.6792,1.00147,5.63553,5.59583,NONE
1.710000,thermal,50.00297,0.199801,0.47293,27.6506,1.00088,5.62675,5.60738,NONE
1.720000,thermal,49.99279,0.200436,0.47442,27.6318,1.00149,5.63788,5.57644,NONE
1.730000,thermal,49.99141,0.200260,0.54394,27.6137,0.99972,5.61934,5.58696,NONE
1.740000,thermal,50.00450,0.199825,0.49426,27.5936,1.00008,5.61300,5.57045,NONE
1.750000,thermal,49.99864,0.200372,0.52205,27.5654,0.99987,5.59625,5.59372,NONE
1.760000,thermal,50.00162,0.200275,0.46205,27.5468,0.99868,5.59748,5.56432,NONE
1.770000,thermal,50.00143,0.200425,0.54116,27.5296,1.00162,5.61453,5.58639,NONE
1.780000,thermal,49.99020,0.199781,0.48386,27.4979,0.99867,5.60966,5.55559,NONE
1.790000,thermal,49.99825,0.199696,0.51503,27.4825,0.99898,5.58057,5.57522,NONE
1.800000,thermal,49.99183,0.199530,0.54059,27.4577,1.00187,5.59379,5.56524,NONE
1.810000,thermal,49.99631,0.200215,0.45829,27.4402,1.00092,5.59247,5.54442,NONE
1.820000,thermal,50.00943,0.200398,0.48518,27.4215,1.00042,5.56831,5.54936,NONE
1.830000,thermal,50.00476,0.200118,0.46235,27.3787,0.99980,5.57047,5.53476,NONE
1.840000,thermal,50.00123,0.200436,0.47871,27.3650,1.00128,5.56493,5.52964,NONE
1.850000,thermal,50.00390,0.199685,0.48942,27.3317,1.00063,5.54572,5.52369,NONE
1.860000,thermal,50.00585,0.200415,0.45813,27.3065,1.00045,5.54044,5.52687,NONE
1.870000,thermal,50.00458,0.199697,0.52560,27.2867,1.00112,5.54865,5.54361,NONE
1.880000,thermal,49.99615,0.200432,0.45779,27.2569,0.99913,5.54306,5.53787,NONE
1.890000,thermal,50.00435,0.200085,0.51663,27.2441,0.99994,5.54101,5.51510,NONE
1.900000,thermal,50.00310,0.200469,0.52637,27.2126,1.00088,5.51243,5.52907,NONE
1.910000,thermal,50.00722,0.199769,0.45475,27.1921,1.00097,5.52099,5.50419,NONE
1.920000,thermal,49.99019,0.199747,0.47081,27.1559,0.99978,5.50185,5.49833,NONE
1.930000,thermal,49.99479,0.200400,0.49753,27.1354,1.00110,5.50234,5.48660,NONE
1.940000,thermal,50.00949,0.200302,0.45175,27.1035,1.00190,5.49780,5.50524,NONE
1.950000,thermal,49.99763,0.200237,0.53648,27.0816,1.00157,5.49556,5.49034,NONE
1.960000,thermal,49.99982,0.200432,0.53125,27.0386,0.99996,5.47913,5.49789,NONE
1.970000,thermal,49.99020,0.199961,0.50052,27.0203,1.00041,5.48625,5.48742,NONE
1.980000,thermal,50.00996,0.200209,0.46460,26.9843,1.00047,5.48061,5.48604,NONE
1.990000,thermal,49.99964,0.199591,0.53321,26.9595,0.99956,5.47293,5.46760,NONE
2.000000,thermal,49.99392,0.199981,0.51518,26.9209,0.99925,5.45864,5.46559,NONE
2.010000,thermal,49.99152,0.200237,0.53001,26.8883,0.99967,5.46657,5.44895,NONE
2.020000,thermal,50.00506,0.199513,0.48608,26.8650,1.00102,5.43275,5.44173,NONE
2.030000,thermal,49.99391,0.199881,0.51751,26.8271,1.00059,5.42833,5.43389,NONE
2.040000,thermal,49.99953,0.199982,0.48514,26.8061,0.99954,5.43230,5.42778,NONE
2.050000,thermal,49.99687,0.200182,0.50874,26.7735,1.00015,5.42300,5.44132,NONE
2.060000,thermal,50.00153,0.200118,0.50318,26.7502,0.99949,5.42527,5.41756,NONE
2.070000,thermal,49.99899,0.200140,0.53166,26.7123,0.99843,5.42404,5.43795,NONE
2.080000,thermal,49.99105,0.200466,0.46919,26.6780,0.99962,5.41180,5.42052,SPOT_UNSTABLE|THERMAL_ASSOC
2.090000,thermal,49.99690,0.199718,0.50949,26.6507,1.00148,5.39567,5.41201,SPOT_UNSTABLE|THERMAL_ASSOC
2.100000,thermal,50.00432,0.200443,0.48268,26.6186,0.99933,5.38135,5.40587,SPOT_UNSTABLE|THERMAL_ASSOC
2.110000,thermal,50.00866,0.199974,0.52701,26.5943,0.99988,5.36783,5.39099,SPOT_UNSTABLE|THERMAL_ASSOC
2.120000,thermal,49.99485,0.199870,0.49358,26.5459,0.99962,5.37615,5.39251,SPOT_UNSTABLE|THERMAL_ASSOC
2.130000,thermal,50.00014,0.200252,0.45316,26.5199,1.00133,5.35511,5.39052,SPOT_UNSTABLE|THERMAL_ASSOC
2.140000,thermal,50.00452,0.200274,0.53463,26.4827,0.99874,5.34606,5.38196,SPOT_UNSTABLE|THERMAL_ASSOC
2.150000,thermal,50.00423,0.200322,0.46270,26.4598,1.00163,5.35067,5.37399,SPOT_UNSTABLE|THERMAL_ASSOC
2.160000,thermal,50.00682,0.199794,0.49244,26.4142,0.99942,5.35877,5.37934,SPOT_UNSTABLE|THERMAL_ASSOC
2.170000,thermal,49.99928,0.200294,0.51573,26.3836,1.00048,5.34476,5.35025,SPOT_UNSTABLE|THERMAL_ASSOC
2.180000,thermal,50.00311,0.200340,0.46160,26.3438,1.00165,5.32572,5.36815,SPOT_UNSTABLE|THERMAL_ASSOC
2.190000,thermal,50.00508,0.199608,0.46870,26.3268,0.99820,5.31447,5.35094,SPOT_UNSTABLE|THERMAL_ASSOC
2.200000,thermal,50.00473,0.199965,0.54300,26.2935,0.99989,5.31585,5.33737,SPOT_UNSTABLE|THERMAL_ASSOC
2.210000,thermal,49.99437,0.199575,0.51089,26.2499,0.99896,5.31045,5.33684,SPOT_UNSTABLE|THERMAL_ASSOC
2.220000,thermal,49.99512,0.199653,0.45450,26.2211,1.00193,5.28673,5.33825,SPOT_UNSTABLE|THERMAL_ASSOC
2.230000,thermal,50.00601,0.199769,0.50255,26.1810,1.00123,5.29823,5.33561,SPOT_UNSTABLE|THERMAL_ASSOC
2.240000,thermal,50.00274,0.200092,0.49969,26.1550,1.00080,5.29466,5.32295,SPOT_UNSTABLE|THERMAL_ASSOC
2.250000,thermal,49.99388,0.200238,0.54091,26.1157,0.99803,5.26896,5.30903,SPOT_UNSTABLE|THERMAL_ASSOC
2.260000,thermal,50.00379,0.199911,0.52084,26.0795,0.99915,5.25186,5.32179,SPOT_UNSTABLE|THERMAL_ASSOC
2.270000,thermal,49.99470,0.199906,0.45474,26.0327,0.99928,5.26828,5.29696,SPOT_UNSTABLE|THERMAL_ASSOC
2.280000,thermal,50.00030,0.199518,0.52567,25.9961,0.99862,5.25831,5.30031,SPOT_UNSTABLE|THERMAL_ASSOC
2.290000,thermal,49.99944,0.199997,0.53266,25.9716,0.99958,5.24519,5.28625,SPOT_UNSTABLE|THERMAL_ASSOC
2.300000,thermal,49.99964,0.199513,0.45655,25.9272,1.00141,5.22888,5.29513,SPOT_UNSTABLE|THERMAL_ASSOC
2.310000,thermal,50.00781,0.199523,0.48226,25.9072,1.00029,5.22595,5.26603,SPOT_UNSTABLE|THERMAL_ASSOC
2.320000,thermal,50.00246,0.199857,0.54505,25.8692,0.99974,5.22088,5.27894,SPOT_UNSTABLE|THERMAL_ASSOC
2.330000,thermal,50.00542,0.200341,0.50113,25.8339,0.99974,5.19486,5.26413,SPOT_UNSTABLE|THERMAL_ASSOC
2.340000,thermal,50.00394,0.199981,0.49710,25.7962,0.99967,5.19434,5.26397,SPOT_UNSTABLE|THERMAL_ASSOC
2.350000,thermal,50.00911,0.199610,0.47508,25.7482,0.99996,5.18341,5.24425,SPOT_UNSTABLE|THERMAL_ASSOC
2.360000,thermal,49.99391,0.200026,0.46449,25.7103,0.99850,5.18425,5.22860,SPOT_UNSTABLE|THERMAL_ASSOC
2.370000,thermal,50.00901,0.200167,0.50752,25.6761,0.99826,5.16747,5.23690,SPOT_UNSTABLE|THERMAL_ASSOC
2.380000,thermal,50.00132,0.199835,0.50905,25.6460,0.99901,5.15263,5.22933,SPOT_UNSTABLE|THERMAL_ASSOC
2.390000,thermal,49.99817,0.200034,0.48521,25.6164,1.00016,5.14603,5.21091,SPOT_UNSTABLE|THERMAL_ASSOC
2.400000,thermal,49.99393,0.200351,0.53737,25.5706,1.00156,5.15561,5.21792,SPOT_UNSTABLE|THERMAL_ASSOC
2.410000,thermal,49.99201,0.200432,0.50421,25.5334,0.99854,5.13138,5.22319,SPOT_UNSTABLE|THERMAL_ASSOC
2.420000,thermal,49.99133,0.200218,0.50778,25.4959,1.00125,5.11789,5.21638,SPOT_UNSTABLE|THERMAL_ASSOC
2.430000,thermal,50.00287,0.199987,0.47306,25.4727,0.99860,5.12693,5.20505,SPOT_UNSTABLE|THERMAL_ASSOC
2.440000,thermal,50.00435,0.199663,0.46908,25.4171,1.00180,5.11207,5.17979,SPOT_UNSTABLE|THERMAL_ASSOC
2.450000,thermal,50.00003,0.199703,0.48368,25.3839,1.00176,5.09053,5.16894,SPOT_UNSTABLE|THERMAL_ASSOC
2.460000,thermal,49.99340,0.199827,0.51247,25.3535,0.99832,5.08410,5.16339,SPOT_UNSTABLE|THERMAL_ASSOC
2.470000,thermal,49.99433,0.200469,0.45077,25.3187,0.99999,5.07716,5.16424,SPOT_UNSTABLE|THERMAL_ASSOC
2.480000,thermal,50.00781,0.199561,0.48696,25.2757,1.00164,5.08615,5.15423,SPOT_UNSTABLE|THERMAL_ASSOC
2.490000,thermal,49.99023,0.199697,0.47367,25.2499,1.00003,5.08006,5.14900,SPOT_UNSTABLE|THERMAL_ASSOC
